Tweet id,Tweet_permalink,Tweet_text,Attribute,time,impressions,engagements,url clicks
9.77E+17,https://twitter.com/tippingpoint/status/976868273693356032,Proud to fund @stridecenter's efforts to build an inclusive 21st century workforce! #TippingPointGrantees #BeATippingPoint https://t.co/K2BT17pAJe,Employment,2018-03-22 17:08 +0000,954,5,0
9.77E+17,https://twitter.com/tippingpoint/status/976618227244548097,Proud to fund @MAFpajarito and echo their support for hardworking families like the one in this @Time article. #TippingPointGrantees #BeATippingPoint https://t.co/P9FEc2GufF,Employment,2018-03-22 00:35 +0000,832,1,0
9.77E+17,https://twitter.com/tippingpoint/status/976616575993196544,".@TippingPoint partner @Workday hosts the Opportunity Onramps conference on April 24! Talia Nagar, our #Employment Sr. Program Officer, will moderate a panel including @UpwardlyGlobal + @StrideCenter #TippingPointGranteeshttps://t.co/uGNfEnI71V",Employment,2018-03-22 00:28 +0000,788,13,5
9.69E+17,https://twitter.com/tippingpoint/status/968661884386734081,".@GenesysWorksBA sets young people on a path to prosperity through internships and professional skills development. Last year alone they placed over 100 low-income high school seniors at companies throughout the region, 96% of whom went on to enroll in college. #BeATippingPoint https://t.co/GMsZGROuX5",Employment,2018-02-28 01:39 +0000,1237,11,0
9.60E+17,https://twitter.com/tippingpoint/status/959585976652775427,".@AspenInstitute profiles an exciting partnership between @SFOEWD + @Samaschool, a Tipping Point grantee, to prepare low-income workers for success in the gig economy.https://t.co/D3nBpY7vaf",Employment,2018-02-03 00:34 +0000,977,13,4
9.94E+17,https://twitter.com/tippingpoint/status/994012210887249920,"#TippingPointGrantees @YearUpBayArea + @GenesysWorksBA get a shout out from @FastCompany for creating opportunities for low-income people to accelerate their careers.https://t.co/e3hTkvIduF",Employment,2018-05-09 00:32 +0000,1212,13,2
9.82E+17,https://twitter.com/tippingpoint/status/982052711691464704,"Join us April 24th at @Workday's Opportunity Onramps conference for a conversation on job training programs to close the opportunity gap, featuring #TippingPointGrantees @stridecenter + @Upwardly_Global #OppOnrampshttps://t.co/wTgoniHS7R",Employment,2018-04-06 00:29 +0000,2036,20,2
9.82E+17,https://twitter.com/tippingpoint/status/981688108910440448,50% of the U.S. workforce will be independent workers by 2027 based on current growth rate. Check out @Samaschoolorg‰Ûªs new campaign to prepare jobseekers for the #gigeconomy https://t.co/L7wH7tg8By #FutureIsIndependent #TippingPointGrantees https://t.co/0ltD9lnJZp,Employment,2018-04-05 00:20 +0000,1256,18,2
9.18E+17,https://twitter.com/tippingpoint/status/917905911531765760,.@newdoorsf helps young people in our community build a path to a better future. Rafael's story is an inspiration! #BeATippingPoint https://t.co/ffPieo3q1O,Employment,2017-10-11 00:13 +0000,824,8,0
9.15E+17,https://twitter.com/tippingpoint/status/915269284263215104,Thank you for building on-ramps for talent in our community! #BeATippingPoint https://t.co/5deVN65ySO,Employment,2017-10-03 17:36 +0000,866,5,0
9.15E+17,https://twitter.com/tippingpoint/status/915012868143177728,S/O to @ceoworks! Last year 237 people in #Oakland + #SanJose landed stable living wage jobs with their support. Thank you! #BeATippingPoint https://t.co/q1GFvxFggA,Employment,2017-10-03 00:37 +0000,758,9,0
9.80E+17,https://twitter.com/tippingpoint/status/979902365447827457,"Thank you to our #TippingPointGrantees! It's an honor to work with you to build a better Bay Area.https://t.co/qwmUq7Alsd",Event Promotion,2018-03-31 02:05 +0000,980,9,5
9.77E+17,https://twitter.com/tippingpoint/status/977057417321095169,Thank you #LucasFilm trivia night players! $102k raised for Bay Area nonprofits from teams like #GentlyGruntingTauntauns (favorite name weâ€™ve seen) #BeATippingPoint https://t.co/Vl8MdxyJEq,Event Promotion,2018-03-23 05:40 +0000,17606,273,18
9.76E+17,https://twitter.com/tippingpoint/status/976495484700311552,"What a night! Thank you @TheBonnieRaitt for bringing our community together at @foxoakland to support #NorthBayFire relief. #BeATippingPointhttps://t.co/9IL7JZO5of",Event Promotion,2018-03-21 16:27 +0000,11544,68,22
9.73E+17,https://twitter.com/tippingpoint/status/972540210318725120,"Big thanks to @RBC + @CityNational for honoring Tipping Point as a beneficiary! Sign up to ride today:https://t.co/awn1Smw6pN",Event Promotion,2018-03-10 18:30 +0000,545,4,1
9.72E+17,https://twitter.com/tippingpoint/status/972272451731185665,Thank you @ProjectOpenHand for hosting our annual Day of Service! It was awesome working alongside you to serve our neighbors. #MealsWithLove #BeATippingPoint https://t.co/zZBxUNwOGa,Event Promotion,2018-03-10 00:46 +0000,1157,20,5
9.70E+17,https://twitter.com/tippingpoint/status/969710091652902912,"Awesome event at @bluxomewinery last night, thanks to all who attended, and special thanks to @kkellyjanus + @ahperkins for sharing guidance on making an impact. #BeATippingPointhttps://t.co/rfRkAYVNup",Event Promotion,2018-03-02 23:04 +0000,1159,19,5
9.97E+17,https://twitter.com/tippingpoint/status/997276188388114432,"We raised more than $14M that night. Every dollar will support Bay Area non-profits providing housing, education, employment and early childhood wellness services to the people who need it most. #BeATippingPoint",Event Promotion,2018-05-18 00:42 +0000,656,17,0
9.97E+17,https://twitter.com/tippingpoint/status/997276180276379648,#TBT: City Hall + Coit Tower went green to celebrate #TippingPointBenefit 2018. Thank you to everyone who made that amazing evening possible! https://t.co/CxRQMUEkfr,Event Promotion,2018-05-18 00:42 +0000,4761,46,1
9.92E+17,https://twitter.com/tippingpoint/status/992302081909248001,".@KISSTHEDEEJAY plays out #TippingPointBenefit - thank you to our incredible speakers, artists and guests for uniting to celebrate our common thread. #BeATippingPoint #MakePovertyPreventable https://t.co/nGVVs5dIjO",Event Promotion,2018-05-04 07:17 +0000,1320,23,0
9.92E+17,https://twitter.com/tippingpoint/status/992289800248938498,Swinging with @leonbridges at #TippingPointBenefit - beautiful sound on a beautiful night! Thank you to all our guests for your generous support for Bay Area non-profits! #MakePovertyPreventable #BeATippingPoint https://t.co/GbCYLcG9ay,Event Promotion,2018-05-04 06:28 +0000,1679,50,1
9.92E+17,https://twitter.com/tippingpoint/status/991866380344377345,"Fired up for @KISSTHEDEEJAY to close out the #TippingPointBenefit tomorrow night! Thanks for helping build a better Bay Area.#BeATippingPoint #MakePovertyPreventable https://t.co/OyIhZIgbK7",Event Promotion,2018-05-03 02:25 +0000,1111,19,0
9.92E+17,https://twitter.com/tippingpoint/status/991866306977710080,Can't wait to hear the sweet sounds of @leonbridges headlining the #TippingPointBenefit tomorrow night! Thank you for helping bring our community together to fight poverty in the Bay Area #BeATippingPoint #MakePovertyPreventable https://t.co/BTRaPN566r,Event Promotion,2018-05-03 02:25 +0000,1387,14,0
9.92E+17,https://twitter.com/tippingpoint/status/991865841577701376,"Tomorrow, our community will unite to celebrate the common thread that connects us all, by investing in non-profits that help break the cycle of poverty for low-income people throughout the Bay Area. #TippingPointBenefit #BeATippingPoint #TippingPointGrantees https://t.co/Dgn3jo0MzA",Event Promotion,2018-05-03 02:23 +0000,1562,26,2
9.89E+17,https://twitter.com/tippingpoint/status/988938671934984192,"Thanks to the overwhelming response of the Tipping Point community, all tables to our annual Benefit have officially sold out! For those who want to support our work fighting poverty in the Bay Area, there's still time to donate to the 2018 campaign!https://t.co/aYqPQAs3kS https://t.co/Z0RLvEYAch",Event Promotion,2018-04-25 00:32 +0000,896,18,7
9.16E+17,https://twitter.com/tippingpoint/status/916087431555727360,"Fired up to hear @geographermusic play @mezzanineSF for #TPSocial! Thank you for giving back to the #BayArea! #BeATippingPoint https://t.co/rqv2Q4FvC3",Event Promotion,2017-10-05 23:47 +0000,762,11,0
9.77E+17,https://twitter.com/tippingpoint/status/977213863518064640,"@rosa_phoenix @sonoma_news @NorthBayNews @SantaRosaFire @SRCSchools @SRMetroChamber @CityofSantaRosa @RedwoodCU @RebldgTogthr @exchange_bank You can see a full list of grants made to-date at https://t.co/bFkCzesQyHWe will update this page regularly as m",Fire Relief,2018-03-23 16:01 +0000,91,7,2
9.74E+17,https://twitter.com/tippingpoint/status/974075922784567296,"After the #NorthBayFires, 4x more people are living in tent encampments amidst a 0% rental vacancy. Help us support the work of groups like @CathCharSRosa at https://t.co/bFkCzesQyHhttps://t.co/3O8UUZ6Emr",Fire Relief,2018-03-15 00:12 +0000,1269,5,0
9.71E+17,https://twitter.com/tippingpoint/status/971201685161848833,"Do you or someone you know have questions about rebuilding in the wake of the #NorthBayFires? Our friends at Legal Aid of Sonoma County have answers - this Saturday at 2pm. @PressDemocrathttps://t.co/aINLlNzLHx",Fire Relief,2018-03-07 01:51 +0000,768,3,0
9.71E+17,https://twitter.com/tippingpoint/status/970833088912633856,"The fires are over, but the crisis persists. @CathCharSR is one of many groups we're working with to help vulnerable communities in the North Bay rebuild. @sonomastatestar #SonomaStrong #BeATippingPointhttps://t.co/o9zJsegRRr",Fire Relief,2018-03-06 01:27 +0000,572,4,1
9.64E+17,https://twitter.com/tippingpoint/status/963940529967804416,"Legal Aid of Sonoma County are stepping up to help our neighbors navigate process of recovery after the North Bay fires. @CBSSFhttps://t.co/GNMbiUdLE7",Fire Relief,2018-02-15 00:58 +0000,6418,23,9
9.64E+17,https://twitter.com/tippingpoint/status/963600387545550850,"Spotlight on Naomi Fuchs, CEO of @SRCH. Naomi is an indispensable leader in the effort to recover and rebuild after the North Bay fires, and we are proud to support her efforts. @SFChroniclehttps://t.co/huqeulseR6",Fire Relief,2018-02-14 02:26 +0000,1345,10,1
9.92E+17,https://twitter.com/tippingpoint/status/992136675617837056,"Thank you to all the employees from our partner, @LeviStraussCo, for committing their Community Day to North Bay Fire Relief. #NorthBayStrong #BeATippingPointhttps://t.co/B8yenooyqW https://t.co/3tAKYHQ6tc",Fire Relief,2018-05-03 20:19 +0000,3644,29,7
9.91E+17,https://twitter.com/tippingpoint/status/991479353711083520,".@Burbank_Housing has begun construction a 50-unit apartment building in Napa, the first new affordable housing since the #NorthBayFires. Proud to sponsor via the Tipping Point Emergency Relief Fund. @NapaRegister #TippingPointGrantees #BeATippingPointhttps://t.co/7gqTFV9011",Fire Relief,2018-05-02 00:47 +0000,1399,12,1
9.89E+17,https://twitter.com/tippingpoint/status/988928726988607488,"Our CEO + Founder @DanielLurie joins @KSRO to discuss the Tipping Point Emergency Relief Fund and our ongoing support of #NorthBay fire recovery efforts.https://t.co/ug5DL683Tw",Fire Relief,2018-04-24 23:52 +0000,631,6,1
9.84E+17,https://twitter.com/tippingpoint/status/983872667315978240,".@NapaValleyGives is one of 37 local organizations the Tipping Point Emergency Relief Fund is supporting in the aftermath of the North Bay fires. @NapaRegister #NapaStrong #BeATippingPointhttps://t.co/FGC3EmjcJs",Fire Relief, ,1273,18,2
9.49E+17,https://twitter.com/tippingpoint/status/948683995130155008,Huge thanks to @Metallica @SFGiants and everyone who made #BandTogetherBayArea possible. Your support for our #NorthBay neighbors truly inspires! https://t.co/YRKZSaLQ9Y,Fire Relief,2018-01-03 22:34 +0000,158027,147,0
9.44E+17,https://twitter.com/tippingpoint/status/943994336596828160,@giantscommunity @SFGiants @Metallica @G_Eazy @davematthewsbnd We are so grateful to @SFGiants for stepping up to the plate and supporting our #NorthBay neighbors! Learn more about #bandtogetherbayarea relief efforts at https://t.co/bFkCzesQyH,Fire Relief,2017-12-21 23:59 +0000,1071,6,0
